address,price,bed,bath,area,car_spaces,specification,agent_names,agent_phones,property_id,pictures,url
"25 Glen Court, Glen Waverley, Vic 3150","$1,950,000 - $2,145,000",4,2,759,4,"Located in the double school catchments of Mount View Primary and GWSC (STSA) within moments from The Glen, this free-flowing home captures plenty of space with formal, family and leisure rooms designed for the family and detailed with Dandenong Ranges views.,Situated on 758sqm approx, this four bedrooms complete this family-friendly package. Fitted with a brilliant bank of windows, the lounge room draws your vision out to the mountains as you wander inside, connecting effortlessly through to a dining room that's accompanied by a display cabinet. A master bedroom boasting a built-in-robe and ensuite, supplemented by a neutrally toned family bathroom, powder room and laundry. The essence of the kitchen, meals and family room is open plan, while the rumpus room stretches the home out onto a covered alfresco deck and private backyard for outdoor pleasure. . The house is comforted by ducted heating, evaporative cooling plus an air conditioner, along with the added benefits of an alarm, water tank, high ceilings .,Centrally situated so you can easily walk to Mount View Primary, Glen Waverley Secondary, restaurants, The Glen Shopping Centre, buses, Glen Waverley Train Station and parkland, near Monash and EastLink Freeways.,Photo ID required at all open inspections","Zeng Shi,Olivia Mo","04095201...,04318649...","Property ID: ,144497880","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8ccae53f4a3218149e3de9fd907471027f3781b567bf51eede0d44f1d985de98/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4d3741abf08e32b168c85c07277da023ccddb096925a025bc5c84e34f5378302/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4d3741abf08e32b168c85c07277da023ccddb096925a025bc5c84e34f5378302/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/28b21e8c55baa4ad0b8ad104a5978cf1bddd7d73ea77afc8bcc1ca4844f755ba/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/65335f2850cccf5a3a5318aeb6e115c7ab5fe71ff682930b954ca3be10ab06d3/image.jpg",https://www.realestate.com.au/property-house-vic-glen-144497880
