address,price,bed,bath,area,car_spaces,specification,agents,property_id,pictures
"3 Diosma Drive, Glen Waverley, Vic 3150","$1,300,000 - $1,430,000",4,2,650,2,"Capturing the essence of classic family living with an abundance of natural light, this fabulous home, with a north facing backyard is situated in a prized location within the sought after Brentwood Secondary School Catchment Zone (STSA). ,Polished timber floors invite you into a large formal lounge, the gas fireplace the focal point of the room. The well-appointed modern kitchen boasts quality appliances with a gas cook top, electric oven, microwave, dishwasher and plenty of bench space for any home chef. ,The second living room at the rear of the home leads outside to tranquil backyard offering magnificent botanic views, with a flowing water fountain and fishpond providing a calming space to relax. Additional outdoor areas include the enclosed, covered outdoor deck showcasing a billiard table as one of its many uses. ,Boasting generously sized bedrooms, the master offers a stylish full en-suite bathroom, while the remaining bedrooms are serviced by equally stunning main bathroom and a third separate toilet. ,Modern comforts include ducted heating, evaporative cooling, ceiling fans, solar panels, roller shutters, ample off street parking and lockup double garage. ,Within walking distance to Brentwood Secondary school, Glen Waverley South Primary school and public transport, while only a short distance to Glen Waverley train station, local parks, M1 Monash Freeway, Brandon Park Shopping Centre, Kingsway restaurant strip and The Glen.","Tony Ievoli,04228697...,Freeman Li 李,04217802...","Property ID: ,144644528","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1ff1446aac2bade9e8d9c9c8ada40b66d00eccad90328352d94334e8672fcfbd/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8869f3d4a6d4fc83ba06fc372e3c4e60c94dcfa0190cb9b456e1689ca2a398dc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8869f3d4a6d4fc83ba06fc372e3c4e60c94dcfa0190cb9b456e1689ca2a398dc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1035f4d8e73fc441cbd8227e1fb515635647ba266aa4dec96de4c91686f6456e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ac9fa67f71478268206f4f01eb0bc3f72c94f818e9a109e33c7347a0de8f82a5/image.jpg"
