address,price,bed,bath,area,car_spaces,specification,agents,property_id,pictures,url
"583  Ferntree Gully Road, Glen Waverley, Vic 3150","From $1,260,000",4,3,,2,,0499 388...,,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7592da215d7712f95b4977369979e4a76c539e22e0028437403256769f444dd6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2898a5368c0b1696f85c6d927051f34eff645a76898a755d2707d2c52f5193a6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d857b47c87c81f4bec027cb57212e8a9b4706b76500c9870a9e27ef12e12195d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/043d06a0a62dd08b31fa88266b27ccc430c5b7505094177ed3692a3f6f5b32fb/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ac650f4068ac465ba711e5fe0a51cb732b866b42a764487f8c45d9d83a70a983/image.jpg",https://www.realestate.com.au/project/floret-glen-waverley-600036975
